Symbol,Date      ,Close    ,High   ,Low    ,Open   ,Volume
SPX   ,2017-08-03,2472.1576,2476.03,2468.85,2476.03,1849670842
SPX   ,2017-08-04,2476.831 ,2480.0 ,2472.08,2476.88,1675633505
SPX   ,2017-08-07,2480.912 ,2480.95,2475.88,2477.14,1405705956
SPX   ,2017-08-08,2474.9188,2490.87,2470.32,2478.35,1626470608
SPX   ,2017-08-09,2474.0171,2474.41,2462.08,2465.35,1666358721
SPX   ,2017-08-10,2438.2097,2465.38,2437.75,2465.38,1870181321
SPX   ,2017-08-11,2441.3202,2448.09,2437.85,2441.04,1523717827
SPX   ,2017-08-14,2465.8358,2468.22,2454.96,2454.96,1352179320
SPX   ,2017-08-15,2464.61  ,2468.9 ,2461.61,2468.66,1474936509
SPX   ,2017-08-16,2468.1073,2474.93,2463.86,2468.63,1526795624
SPX   ,2017-08-17,2430.0079,2465.02,2430.27,2462.95,1727638138
SPX   ,2017-08-18,2425.5522,2440.27,2420.69,2427.64,1754540928
SPX   ,2017-08-21,2428.368 ,2430.58,2417.35,2425.5 ,1386150370
SPX   ,2017-08-22,2452.5103,2454.77,2433.67,2433.75,1417109710
SPX   ,2017-08-23,2444.0432,2448.91,2441.42,2444.88,1376757677
SPX   ,2017-08-24,2438.9681,2450.39,2436.19,2447.91,1485472025
SPX   ,2017-08-25,2443.0458,2453.96,2442.22,2444.72,1311540861
SPX   ,2017-08-28,2444.2403,2449.12,2439.03,2447.35,1195860732
SPX   ,2017-08-29,2446.2955,2449.19,2428.2 ,2431.94,1346630018
SPX   ,2017-08-30,2457.5858,2460.31,2443.77,2446.06,1372540270
SPX   ,2017-08-31,2471.6502,2475.01,2462.65,2462.65,1660844028
SPX   ,2017-09-01,2476.5524,2480.38,2473.85,2474.42,1430298250
SPX   ,2017-09-04,2476.5524,2480.38,2473.85,2474.42,0
SPX   ,2017-09-05,2457.8499,2471.97,2446.55,2470.35,1833427364
SPX   ,2017-09-06,2465.5436,2469.64,2459.2 ,2463.83,1730555503
SPX   ,2017-09-07,2465.1021,2468.62,2460.29,2468.06,1900539317
SPX   ,2017-09-08,2461.4336,2467.11,2459.4 ,2462.25,1789179876
SPX   ,2017-09-11,2488.108 ,2488.95,2474.52,2474.52,1633936488
SPX   ,2017-09-12,2496.4836,2496.35,2490.37,2491.94,1767274480
SPX   ,2017-09-13,2498.3708,2498.27,2492.14,2493.89,1671028448
SPX   ,2017-09-14,2495.6192,2498.43,2491.35,2494.56,1636961931
SPX   ,2017-09-15,2500.2259,2500.15,2493.16,2495.67,2009602309
SPX   ,2017-09-18,2503.8696,2508.32,2499.92,2502.51,1608499985
SPX   ,2017-09-19,2506.6479,2507.84,2503.19,2506.29,1687359701
SPX   ,2017-09-20,2508.236 ,2508.85,2496.67,2506.84,1781075775
SPX   ,2017-09-21,2500.6026,2507.16,2499.0 ,2507.16,1607081128
SPX   ,2017-09-22,2502.2222,2503.47,2496.54,2497.26,1464396318
SPX   ,2017-09-25,2496.6606,2502.54,2488.03,2499.39,1743257567
SPX   ,2017-09-26,2496.8409,2503.51,2495.12,2501.04,1622927386
SPX   ,2017-09-27,2507.0433,2511.75,2495.91,2503.3 ,1805996177
SPX   ,2017-09-28,2510.062 ,2510.81,2502.93,2503.41,1544542789
SPX   ,2017-09-29,2519.3597,2519.44,2507.99,2509.96,1532316805
SPX   ,2017-10-02,2529.1153,2529.2 ,2520.4 ,2521.2 ,1656356202
SPX   ,2017-10-03,2534.5797,2535.13,2528.85,2530.34,1586228517
SPX   ,2017-10-04,2537.7412,2540.53,2531.8 ,2533.48,1516638632
SPX   ,2017-10-05,2552.0654,2552.51,2540.02,2540.86,1498980683
SPX   ,2017-10-06,2549.3315,2549.41,2543.79,2547.44,1378612069
SPX   ,2017-10-09,2544.7286,2551.82,2541.6 ,2551.39,1301253508
SPX   ,2017-10-10,2550.6424,2555.23,2544.86,2549.99,1533225477
SPX   ,2017-10-11,2555.2408,2555.18,2547.95,2550.62,1556112971
SPX   ,2017-10-12,2550.933 ,2555.33,2548.31,2552.88,1807821497
SPX   ,2017-10-13,2553.1694,2557.65,2552.09,2555.66,1694082183
SPX   ,2017-10-16,2557.6397,2559.47,2552.64,2555.57,1534088045
SPX   ,2017-10-17,2559.3563,2559.71,2554.69,2557.17,1579536130
SPX   ,2017-10-18,2561.2644,2564.11,2559.67,2562.87,1614621940
SPX   ,2017-10-19,2562.1038,2562.14,2547.92,2553.39,1710461648
SPX   ,2017-10-20,2575.2059,2575.44,2567.56,2567.56,1853186966
SPX   ,2017-10-23,2564.9785,2578.29,2564.33,2578.08,1811962113
SPX   ,2017-10-24,2569.1343,2572.18,2565.58,2568.66,1912528023
SPX   ,2017-10-25,2557.151 ,2567.4 ,2544.0 ,2566.52,2219373286
SPX   ,2017-10-26,2560.3992,2567.07,2559.8 ,2560.08,2094578673
SPX   ,2017-10-27,2581.0657,2582.98,2565.94,2570.26,2397219097
SPX   ,2017-10-30,2572.8336,2580.03,2568.25,2577.75,2057077940
SPX   ,2017-10-31,2575.2638,2578.29,2572.15,2575.99,2024094646
SPX   ,2017-11-01,2579.3558,2588.4 ,2574.92,2583.21,2054200105
SPX   ,2017-11-02,2579.8516,2581.11,2566.17,2579.46,2215121013
SPX   ,2017-11-03,2587.8361,2588.42,2576.77,2581.93,1894419245
SPX   ,2017-11-06,2591.1284,2593.38,2585.66,2587.47,1855317843
SPX   ,2017-11-07,2590.6418,2597.02,2584.35,2592.11,1843580464
SPX   ,2017-11-08,2594.3752,2595.47,2585.02,2588.71,1820807282
SPX   ,2017-11-09,2584.6213,2586.5 ,2566.33,2584.0 ,2069934820
SPX   ,2017-11-10,2582.3   ,2583.81,2575.57,2580.18,1759619585
SPX   ,2017-11-13,2584.8448,2587.66,2574.48,2576.53,1848850129
SPX   ,2017-11-14,2578.8718,2579.66,2566.56,2577.75,2004354965
SPX   ,2017-11-15,2564.6205,2572.84,2557.45,2569.45,1882345165
SPX   ,2017-11-16,2585.6432,2590.09,2572.95,2572.95,1840634795
SPX   ,2017-11-17,2578.8543,2583.96,2577.62,2582.94,1803400386
SPX   ,2017-11-20,2582.1416,2584.64,2578.24,2579.49,1558823368
SPX   ,2017-11-21,2599.0292,2601.19,2589.17,2589.17,1650080162
SPX   ,2017-11-22,2597.0772,2600.94,2595.23,2600.31,1380243587
SPX   ,2017-11-23,2597.0772,2600.94,2595.23,2600.31,0
SPX   ,2017-11-24,2602.4247,2604.21,2600.42,2600.42,728273120
SPX   ,2017-11-27,2601.4239,2606.41,2598.87,2602.66,1437680120
SPX   ,2017-11-28,2627.044 ,2627.69,2605.44,2605.94,1818280293
SPX   ,2017-11-29,2626.0662,2634.89,2620.32,2627.82,2484201911
SPX   ,2017-11-30,2647.5799,2657.74,2633.93,2633.93,2376648428
SPX   ,2017-12-01,2642.2158,2650.62,2605.52,2645.1 ,2243653542
SPX   ,2017-12-04,2639.437 ,2665.19,2639.07,2657.19,2503243908
SPX   ,2017-12-05,2629.5708,2648.72,2627.73,2639.78,1981042502
SPX   ,2017-12-06,2629.2669,2634.41,2624.75,2626.24,1665052906
SPX   ,2017-12-07,2636.9765,2640.99,2626.53,2628.38,1634063556
SPX   ,2017-12-08,2651.501 ,2651.65,2644.1 ,2646.21,1573027721
SPX   ,2017-12-11,2659.9896,2660.33,2651.47,2652.19,1490527756
SPX   ,2017-12-12,2664.1057,2669.72,2659.78,2661.73,1718838927
SPX   ,2017-12-13,2662.8452,2671.88,2663.03,2667.59,1690720893
SPX   ,2017-12-14,2652.0124,2668.09,2652.1 ,2665.87,1686251623
SPX   ,2017-12-15,2675.808 ,2679.63,2659.14,2660.63,2399188991
SPX   ,2017-12-18,2690.1582,2694.97,2685.92,2685.92,1828900811
SPX   ,2017-12-19,2681.4736,2694.44,2680.74,2692.71,1650268985
SPX   ,2017-12-20,2679.2481,2691.01,2676.11,2688.18,1703720250
SPX   ,2017-12-21,2684.5692,2692.64,2682.4 ,2683.02,1663508875
SPX   ,2017-12-22,2683.3373,2685.35,2678.13,2684.22,1216565993
SPX   ,2017-12-25,2683.3373,2685.35,2678.13,2684.22,0
SPX   ,2017-12-26,2680.5045,2682.74,2677.96,2679.09,949516431
SPX   ,2017-12-27,2682.6199,2685.64,2678.91,2682.1 ,989591625
SPX   ,2017-12-28,2687.5378,2687.66,2682.69,2686.1 ,979570255
SPX   ,2017-12-29,2673.6105,2692.12,2674.36,2689.15,1039656392
SPX   ,2018-01-01,2673.6105,2692.12,2674.36,2689.15,0
SPX   ,2018-01-02,2695.8098,2695.89,2682.36,2683.73,1632625095
SPX   ,2018-01-03,2713.061 ,2714.37,2697.77,2697.85,2081184579
SPX   ,2018-01-04,2723.9926,2729.29,2719.07,2719.31,1974489081
SPX   ,2018-01-05,2743.1478,2743.45,2727.92,2731.33,1741445993
SPX   ,2018-01-08,2747.7102,2748.51,2737.6 ,2742.67,1628710801
SPX   ,2018-01-09,2751.2852,2759.14,2747.86,2751.15,1788611030
SPX   ,2018-01-10,2748.2255,2750.8 ,2736.06,2745.55,1828650670
SPX   ,2018-01-11,2767.5581,2767.36,2752.78,2752.97,1778966478
SPX   ,2018-01-12,2786.2441,2787.85,2769.64,2770.18,1845663864
SPX   ,2018-01-15,2786.2441,2787.85,2769.64,2770.18,0
SPX   ,2018-01-16,2776.42  ,2807.54,2768.64,2798.96,2185717062
SPX   ,2018-01-17,2802.5556,2807.04,2778.38,2784.99,2130217072
SPX   ,2018-01-18,2798.0303,2805.83,2792.56,2802.4 ,1966819629
SPX   ,2018-01-19,2810.3027,2810.14,2798.08,2802.6 ,2106028483
SPX   ,2018-01-22,2832.9741,2832.66,2808.12,2809.16,1800288101
SPX   ,2018-01-23,2839.1304,2842.24,2830.59,2835.05,1927903958
SPX   ,2018-01-24,2837.544 ,2852.97,2824.81,2845.42,2138444751
SPX   ,2018-01-25,2839.253 ,2848.56,2830.94,2846.24,2096779662
SPX   ,2018-01-26,2872.8678,2872.09,2846.18,2847.48,1893195207
SPX   ,2018-01-29,2853.5284,2870.62,2851.48,2867.23,1879158944
SPX   ,2018-01-30,2822.434 ,2837.75,2818.27,2832.74,2161135602
SPX   ,2018-01-31,2823.8099,2839.26,2813.04,2832.41,2272214908
SPX   ,2018-02-01,2821.9759,2835.96,2812.7 ,2816.45,2225012134
SPX   ,2018-02-02,2762.1253,2808.92,2759.97,2808.92,2420629444
SPX   ,2018-02-05,2648.9391,2763.39,2638.17,2741.06,3205516825
SPX   ,2018-02-06,2695.1442,2701.04,2593.07,2614.78,3667048182
SPX   ,2018-02-07,2681.6601,2727.67,2681.33,2690.95,2559829157
SPX   ,2018-02-08,2580.9995,2685.27,2580.56,2685.01,2910724979
SPX   ,2018-02-09,2619.5456,2638.67,2532.69,2601.78,3437391201
SPX   ,2018-02-12,2655.9975,2672.61,2622.45,2636.75,2271149044
SPX   ,2018-02-13,2662.9429,2668.84,2637.08,2646.27,1836692937
SPX   ,2018-02-14,2698.6337,2702.1 ,2648.87,2651.21,2165240277
SPX   ,2018-02-15,2731.2041,2731.25,2689.82,2713.46,2079133582
SPX   ,2018-02-16,2732.2198,2754.42,2725.11,2727.14,1926134349
SPX   ,2018-02-19,2732.2198,2754.42,2725.11,2727.14,0
SPX   ,2018-02-20,2716.2555,2737.6 ,2706.76,2722.99,1812000793
